annee;chaine;nombre
2025;La chaîne Météo;2086
2025;CultureBox;1293
2025;20 Minutes TV;365
2025;Al Jazeera;365
2025;BFM BUSINESS;365
2025;Canal TNT locales Paris;365
2025;KTO;365
2025;Le Figaro TV Ile de France;365
2025;france.tv Roland Garros 2025;286
2025;Disney Chanel;89
2025;franceinfo:;84
2025;CLPRESS;3
2025;LT1 matériel;1
